chemID	simpleLRM_Fstatistics	multiLRM(chem_sig)	multiLRM(sex_sig)	multiLRM(age_sig)
100021136	0.0238185163513764	0.233546430493343	0.360582473726656	0.674183453908401
100000882	0.841219285957194	0.632709168612013	0.335893837460451	0.561929119986104
409	0.0761267343236987	0.148104345751554	0.38023097687993	0.347350161528812
100002254	0.66361427296933	0.0449346531711237	0.223255675288648	0.567553207386847
361	0.00931984144063087	0.113976794712538	0.233808507316264	0.574237666774912
100019975	0.575936652625214	0.705445558107868	0.323103090224302	0.605403627227626
100000257	0.000721453638065082	0.0194244572310725	0.324949407924106	0.526077518557216
100001232	0.986521576090226	0.919742591041435	0.333531029212454	0.584763237233754
100001948	0.38265932000966	0.381519898443136	0.346627058495456	0.464713305076993
100001073	0.669419629506215	0.688996799255357	0.39144724533494	0.530129811733019
100015637	0.913044658345115	0.459152790435466	0.341407357277244	0.586318021279293
100006360	0.650690350231321	0.732802908426124	0.306976388262233	0.648838665810894
1488	0.564447809292815	0.578869809603331	0.324558897264613	0.567152286281548
100002253	0.686920279387407	0.908465995787036	0.319398713041253	0.599305414352579
1023	0.936868813480212	0.693216077337831	0.319124838899559	0.57238231530583
100004284	0.665963053023969	0.834041431451813	0.316780340731264	0.596676510514141
100001251	0.664963683947634	0.976981516525832	0.321504655616245	0.589202215731155
362	0.840402212239967	0.423622896036887	0.292755552579105	0.571979455620973
100006620	0.793582761723939	0.874162366004027	0.322679553109524	0.593365921560263
111	0.309573948885721	0.155891305004715	0.27774322332436	0.548600605318359
100009045	0.696761925135491	0.305002753197461	0.267004980935195	0.745479339400655
100002927	0.742363244743603	0.883690265136118	0.317277761071883	0.607019917685389
100015641	0.800222671794813	0.927815545474168	0.318952572500175	0.596925207743615
1114	0.138385572276486	0.989763487265136	0.322445987358327	0.590064700927963
100020409	0.337831582279021	0.342150104951092	0.326873283700025	0.460415376223928
158	0.151494551451424	0.275643518030026	0.395282459367902	0.624154114665384
1224	0.0456782259417735	0.180793244823993	0.253493617231348	0.621438077760465
100001620	0.456168961746513	0.37079372872551	0.280124113019144	0.591338723938693
100020893	0.236103668462374	0.0482751243859918	0.311509355303455	0.304571653118742
100002458	0.833671547357564	0.497550067835656	0.380427573873664	0.521384178614512
100001112	0.794260863773555	0.981607878756015	0.32108749434218	0.590135501355364
100002953	0.431018326403833	0.870682443562018	0.319156914327455	0.598244063117123
1141	0.361208552284608	0.0509931336687652	0.425420971393222	0.407315610851388
100015834	0.465776333072342	0.997063612559825	0.322808492332419	0.591269561418092
100004561	0.619815732113991	0.870327908712442	0.325554712020196	0.586226413062682
100020497	0.863589634695274	0.737639569590937	0.306051546188764	0.612259965929799
498	0.0501918221384076	0.315595317768119	0.317392072377043	0.664709193455268
100006051	0.878024123969445	0.850182093778372	0.32542720765497	0.586700897513901
1668	0.622340470132359	0.532399397223857	0.315460431839767	0.538201066169188
100004523	0.513268012349393	0.94728659493369	0.325870714866881	0.587013386205019
100001604	0.268736016511776	0.561464935987671	0.315607487311229	0.634094525133989
100001002	0.185441878340796	0.549581230728426	0.33479279642491	0.578500930736781
100001987	0.0721047281254393	0.275199297362813	0.859048073888463	0.466309689860882
100002462	0.577198736208679	0.311761253784605	0.39382929833761	0.466975135196229
466	0.60005145870184	0.0742491976109086	0.349790811768242	0.570603107788642
100000665	0.907460410984447	0.42806714100335	0.361779816764624	0.535351151117316
445	0.93729555775798	0.435644863368608	0.35412814392025	0.636639565599962
2029	0.174555814293275	0.529217194524609	0.337583970219533	0.595494815527272
100006438	0.126581878650227	0.253997939725152	0.372778088957437	0.601864077815562
100001398	0.151868837718122	0.591095421757723	0.301387828299021	0.607372919545556
235	0.4235909792681	0.483114903077347	0.288834811166701	0.620675241904375
100000997	0.69286074804489	0.67718469279227	0.325000683647867	0.566846237736608
100002094	0.258119472480271	0.214183606183796	0.274792693105253	0.461226266341458
1052	0.619622126888831	0.958015000256802	0.325903485977431	0.605729564636103
100020823	0.285512434531908	0.550132879499173	0.303348225725047	0.572670648343059
100001806	0.293436480609657	0.641916612071473	0.369724767469036	0.600170203576842
100006092	0.851792903240928	0.891305429636543	0.326256865657129	0.582000035582328
100001415	0.0976520781234204	0.0666965696922974	0.334017357574177	0.317528005315079
100000008	0.0474245691099567	0.0618620634770302	0.349436490355091	0.442701650620816
565	0.00472724924488294	0.0302212383829408	0.330009491903482	0.651935554233391
100015851	0.116670209790855	0.171654784339599	0.425652758423451	0.711655539673236
100001866	0.493017946498682	0.872151898197046	0.342258931224983	0.574771117456487
100020546	0.00334685248603852	0.0336689676825883	0.54411744226806	0.798401865642969
100016110	0.504493522442134	0.411442707106683	0.265488464975533	0.680875705988354
100001254	0.00251352786294327	0.00979640432452344	0.423605123097953	0.793864614071048
100006260	0.586412840671226	0.982378234450581	0.32201727033224	0.589474159036135
826	0.689552547246586	0.858782516548979	0.322249541962417	0.585599810703329
100001872	0.485784563141633	0.868345569958132	0.322011621713833	0.590521440412638
100000263	0.36322051693201	0.386213986114013	0.391082618587843	0.586842475125402
100021198	0.773587208909832	0.0547596604881426	0.22629869682039	0.311195659289239
100015967	0.0325515763611737	0.0811740742716204	0.407301738027924	0.410387559420247
278	0.120369219829087	0.24724149895814	0.301865333991667	0.874587552691419
519	0.725511351293839	0.31358486540041	0.385588404572026	0.525948397854176
100009337	0.120811910571497	0.334616907509999	0.423679056249754	0.580217046620772
100002185	0.38888298658821	0.865940616405282	0.315290487332083	0.57776285890053
100001278	0.375256748066547	0.25053622961978	0.397102384731788	0.540763634552742
100002103	0.850772766735767	0.597620099652266	0.323597994331322	0.540643347277133
980	0.784939537826426	0.429002159766483	0.355570609291111	0.571558717042221
100000016	0.805756810649795	0.418264753919872	0.320356512974875	0.559959306560402
100020372	0.185916933893359	0.477255340876113	0.320142758851265	0.529622766808495
100001662	0.713047248674348	0.140455547622002	0.131807964994212	0.600666279963136
100019972	0.932651980999781	0.670544330437552	0.330817737017341	0.577098105249243
254	0.793433352356865	0.747588134991117	0.31874791353485	0.594618608965909
100002009	0.67983618748527	0.678205470019536	0.319283751798512	0.51975819307998
100010895	0.48754059407704	0.550006989778119	0.365999398632662	0.577554984519659
1140	0.892941272865396	0.941966095842639	0.320146413883235	0.586036523969023
100008951	0.627012717067233	0.5179974178053	0.344727372434165	0.551910489705978
1084	0.403898693045392	0.872006758144804	0.320500852942794	0.623531527916995
100002796	0.124595599206687	0.429044318155191	0.290451900200956	0.542911035357045
358	0.859405128041818	0.994797125944843	0.322985736557343	0.597445170480805
100002070	0.697867545883898	0.656217133561986	0.313722131245422	0.618570132715395
1628	0.339737327211344	0.128629439706217	0.395437840903554	0.564436581695956
823	0.679131301024681	0.544450750438192	0.284559266924254	0.64398673261084
100004414	0.450078851638411	0.0941473408049246	0.413859035237354	0.715552633072539
100006129	0.693815642977051	0.686346744350772	0.302892000339992	0.606462552742765
100002028	0.704190122900816	0.439622752229456	0.440257096056407	0.413752207854444
100021707	0.469470221889735	0.624993767047216	0.292524032183382	0.63747371297441
100000054	0.471166270832691	0.45425387990757	0.314806010139975	0.609259585792948
100010869	0.390930777025884	0.190447534798833	0.346561951014645	0.439007826171917
100004575	0.031988016916515	0.11118241072888	0.391429177235165	0.925314932715362
100001212	0.96523639482814	0.629410793918955	0.328187140327258	0.524698636944467
818	0.206258299628978	0.513797520741766	0.373519754747184	0.537351490319592
100001092	0.00164025470263874	0.0212170024518796	0.317487427193385	0.575676602104683
100020371	0.93432407695958	0.917552411527697	0.324266853639134	0.589317335286876
100004112	0.193488025202203	0.511591076323318	0.340887881028883	0.596887936757355
1125	0.477629640626256	0.379264957793856	0.352950840344241	0.622457712213759
100020491	0.878873952403796	0.557130364400421	0.280954627298498	0.599409148406889
100003151	0.00187050919989918	0.0204617996637574	0.498657670211473	0.45428203022863
100000011	0.356782477929656	0.164996771408851	0.238846915977642	0.704948100659919
100003594	0.498190206344403	0.991919078061912	0.325413596007484	0.590517413427996
806	0.712664707315785	0.141846826231794	0.326859455818685	0.392692744478703
100001211	0.915168645397105	0.538909994572403	0.335175140173201	0.567882646928549
100002417	0.636430986857032	0.566456954460479	0.312415442643442	0.552439757852889
100009335	0.480990887181033	0.195552484523565	0.267362316170125	0.602208418793971
100000781	0.753337904609113	0.991368256934	0.322083780717565	0.58988105491663
803	0.0396921076275238	0.0406275198745313	0.296499262326831	0.503814890505812
50	0.476257996893482	0.676919921528821	0.330414620313191	0.57144876521009
796	0.415311732125974	0.0497715777653565	0.357604070660564	0.570795383621413
100005834	0.932994556842626	0.622337773858451	0.374802929056694	0.583775125698952
100001580	0.927696294525231	0.494487498283363	0.349446229366125	0.58903665854527
480	0.899602977070527	0.566339556594164	0.285748510822849	0.58919651836039
100001540	0.199557128661216	0.688997181018063	0.421423544607858	0.670266229051482
339	0.544631318730791	0.115340769326823	0.294692534608256	0.500594511610467
1110	0.896295731110665	0.909197521761282	0.327092461488391	0.583313034247929
100015836	0.148811962958581	0.169609414339338	0.473429584739	0.749120330467802
100009271	0.516440296915154	0.495974837992316	0.362290482378644	0.567545096009387
100015638	0.996553034187798	0.428004140946483	0.337238965142883	0.571470622569494
100021667	0.851275513049501	0.452147243486329	0.373259463806383	0.562334665038357
100001279	0.61323802051869	0.400266959270669	0.344043981152318	0.704910246553672
100004208	0.0174630751009268	0.112906812525817	0.487856353957538	0.694863704766258
100003695	0.184422545203272	0.123381614999246	0.361526971649633	0.367248598664916
100000802	0.850987695778908	0.846960118632653	0.325599048669283	0.583252025436712
100002769	0.734893088434202	0.0872653797772449	0.240245314412036	0.677381627780776
100015835	0.0981617697276272	0.291276570444808	0.472238016624031	0.77709950082135
229	0.825147844639326	0.361949838485672	0.364344684619705	0.579702134544167
100001266	0.00947920275611971	0.0342036370758723	0.375933663142982	0.919610430593136
1342	0.304971014200825	0.360322511862262	0.277430909815837	0.609955126126516
