chemID	simpleLRM_Fstatistics	multiLRM(chem_sig)	multiLRM(sex_sig)	multiLRM(age_sig)
100021136	0.0156677010556824	0.149157372455892	0.282264610541049	0.781530647221111
100000882	0.76358283568409	0.753470843768156	0.253208857532408	0.645248090059139
409	0.038141708015442	0.0721928666287256	0.285214651880845	0.344921508440175
100002254	0.740677344175521	0.0474600502092083	0.167276323394302	0.646061156388654
361	0.00862546256420866	0.104657940785085	0.174530491841392	0.636874316844321
100019975	0.607714172145905	0.649344127667104	0.24622078726353	0.684923637049076
100000257	0.000569598640505258	0.0176528793084751	0.242716598224333	0.593120135751324
100001232	0.898459874255974	0.950800088815621	0.24617215610686	0.668961224363096
100001948	0.314386677543402	0.347578526914895	0.262363644533883	0.517243477219612
100001073	0.523542051361643	0.607004613017852	0.319574500369247	0.573269628461476
100015637	0.861443512350849	0.508124459843375	0.262369737989028	0.659843320911127
100006360	0.600521912699764	0.678029230714307	0.231169909134154	0.731557759483496
1488	0.633219496456942	0.68580459253894	0.248995075887612	0.645803919194075
100002253	0.798491821207593	0.945605069314239	0.245066188093559	0.672557877841875
1023	0.969114132279382	0.751493079885512	0.242648428374998	0.649815465106595
100004284	0.69725834397712	0.805053251868806	0.240897332010867	0.671618256736419
100001251	0.575814492569014	0.847769234388097	0.240768203008688	0.659129809443886
362	0.69866870982594	0.501447642820389	0.223256250888111	0.658126096805408
100006620	0.690846839310672	0.99142237080051	0.245455154752998	0.663860876526342
111	0.305439744865829	0.138813142585559	0.19954823647284	0.631893027215895
100009045	0.645094192687533	0.264482303088143	0.201896208134909	0.824232012398961
100002927	0.656873219686143	0.802789681948686	0.238775142468272	0.690307915286248
100015641	0.672306561589316	0.782877370394636	0.233570850072585	0.681932012717935
1114	0.11551867266303	0.913019157247364	0.242580621502644	0.669236055979348
100020409	0.355426571478627	0.343960862903941	0.246442630643191	0.531259961609724
158	0.0930123854029201	0.195278092126787	0.321382129794132	0.696624564344655
1224	0.0488893989510526	0.206873613481042	0.18833461602845	0.69892907542066
100001620	0.624742243230822	0.52521467856689	0.222853250918393	0.666426494816541
100020893	0.263418461167075	0.0627287400341705	0.220919361854789	0.387439458719712
100002458	0.711363688785403	0.606106278549376	0.280828126320881	0.616756702990439
100001112	0.730101097508277	0.87881416869417	0.246620117616435	0.679151729658075
100002953	0.406155038962891	0.804445760168314	0.24266080654376	0.676118618079424
1141	0.320072273501236	0.0404251681688521	0.318529817641166	0.475072778351617
100015834	0.444990258686137	0.988777298907284	0.246888471944752	0.665856961198079
100004561	0.647346318582219	0.971688381233381	0.247028013876326	0.66334792064401
100020497	0.893793903652911	0.690696177004951	0.228673922786764	0.693863537325081
498	0.0768215839934095	0.471243853296907	0.24770623179247	0.721515354076586
100006051	0.936382203073591	0.944765585036403	0.246978360606996	0.662764029060589
1668	0.670611693139696	0.500579864118571	0.24090817961265	0.601095977664324
100004523	0.282484293246484	0.615623308130612	0.261760008593484	0.610491735807468
100001604	0.240838492168474	0.538408250575088	0.241695962120073	0.707640536154535
100001002	0.167143994508294	0.557109930218403	0.255523934632414	0.650876519288255
100001987	0.0459068444454123	0.244514149220519	0.78373744488439	0.517724108219402
100002462	0.673138794102447	0.417938955814103	0.293119190165057	0.563298172170071
466	0.599767001853616	0.0812666735828831	0.269381879547061	0.640758403569526
100000665	0.952526480708941	0.471002359201585	0.272907863131176	0.61066705747369
445	0.899841479215431	0.411909231417537	0.273398869764229	0.716543014025267
2029	0.231494090943778	0.671478204575773	0.257987901656293	0.666018487213784
100006438	0.12383020960679	0.246107819604638	0.28913174538738	0.677865659299062
100001398	0.155444837400292	0.542013004143252	0.225681926201826	0.687501532435184
