	temp_0001	temp_0002	temp_0003	temp_0004	temp_0005	temp_0006	temp_0007	temp_0008	temp_0009	temp_0010	temp_0011	temp_0012	temp_0013	temp_0014	temp_0015	temp_0016	temp_0017	temp_0018	temp_0019	temp_0020	temp_0021	temp_0022	temp_0023	temp_0024	temp_0025	temp_0026	temp_0027	temp_0028	temp_0029	temp_0030	temp_0031	temp_0032	temp_0033	temp_0034	temp_0035	temp_0036	temp_0037	temp_0038	temp_0039	temp_0040	temp_0041	temp_0042	temp_0043	temp_0044	temp_0047	temp_0048	temp_0049	temp_0050	temp_0051	temp_0052	temp_0053	temp_0054	temp_0055	temp_0056	temp_0057	temp_0058	temp_0059	temp_0060	temp_0061	temp_0062	temp_0063	temp_0064	temp_0065	temp_0066	temp_0067	temp_0068	temp_0069	temp_0070	temp_0071	temp_0072	temp_0073	temp_0074	temp_0075	temp_0076	temp_0077	temp_0078	temp_0079	temp_0080	temp_0081	temp_0082	temp_0083	temp_0084	temp_0085	temp_0086	temp_0087	temp_0088	temp_0089	temp_0090	temp_0091	temp_0092	temp_0093	temp_0094	temp_0095	temp_0096	temp_0097	temp_0098	temp_0099	temp_0100	temp_0101	temp_0102	temp_0103	temp_0104	temp_0105	temp_0106	temp_0107	temp_0108	temp_0109	temp_0110	temp_0111	temp_0112	temp_0113	temp_0114	temp_0115	temp_0116	temp_0117	temp_0118	temp_0119	temp_0120	temp_0121	temp_0122	temp_0123	temp_0124	temp_0125	temp_0126	temp_0127	temp_0128
100020425	3.3497	1.7152	2.4276	0.9966	0.9411	0.8516	0.65	0.4089	1.0148	0.3835	2.063	1.7808	0.7018	0.7412	1.3167	1.4783	2.0217	1.3421	1.3579	1.1374	1.358	1.7952	2.1504	1.611	1.4157	0.6982	0.6456	0.408	0.7292	0.9706	0.5711	0.8609	0.6666	0.5785	0.6105	0.7817	1.1685	0.6963	1.8921	1.4504	0.7541	0.6408	1.1666	0.7235	4.1212	3.5946	1.3381	1.3117	0.6772	1.1336	1.1507	1.4159	0.5791	0.6109	0.5033	0.5852	0.754	0.7076	0.7707	0.8356	0.6399	0.3207	0.7519	1.8089	1.3484	1.9369	0.6893	1.0786	0.7941	0.5806	0.8272	1.4329	0.8611	0.7353	3.3517	0.9014	0.6392	1.0248	1.0243	1.0448	0.606	0.7861	0.6825	1.2802	1.0342	2.5436	0.6736	1.7739	0.5281	0.5647	1	1.2477	1.4631	2.8409	0.7573	1.0326	1.9588	2.1658	0.8197	0.8888	1.405	0.9413	0.8572	0.8665	1.1172	1.149	1.2168	0.5175	1.4551	0.9915	0.7123	0.3598	0.4015	0.4737	1.4331	0.6526	1.3368	0.4785	0.7096	0.3207	1.2217	2.341	1.1139	0.7743	0.5615	1.0808
503	1.1681	0.8577	0.9172	0.9595	1.0674	1.2656	0.7312	0.8403	0.885	0.8187	0.519	0.8253	1.1011	1.0408	0.6209	0.9163	0.9202	0.8108	1.1126	1.3395	1.0122	1.1087	0.9792	1.4303	0.5023	0.638	0.9325	1.1314	0.7979	0.9005	1.0147	1.0002	1.3403	0.998	1.028	0.7715	0.8609	0.9976	1.2017	1.0828	0.9123	1.1269	0.9878	1.2271	1.1454	0.9403	0.9922	1.0733	0.9	0.9004	0.8073	0.8538	0.9182	0.8351	1.0312	0.8649	1.1632	1.361	0.9538	0.9061	1.0124	0.9402	0.7147	1.1629	0.8686	0.9816	0.8923	1.105	1.0716	1.1253	0.9998	1.0238	0.9092	1.0727	1.0462	0.9361	1.0064	1.2137	1.2223	1.2963	1.3862	1.489	0.7729	0.9108	0.9714	0.7501	0.6774	0.6008	1.0656	0.9503	0.709	0.8728	1.1515	1.1988	1.0358	1.0839	1.0364	1.0289	0.8457	0.9256	1.1851	1.1031	0.9511	0.9682	1.2576	1.1183	1.0318	1.077	1.0242	0.9299	1.5709	1.1735	1.238	0.7739	1.2317	0.9466	0.957	0.997	1.071	1.2565	1.1842	0.9267	0.8695	1.0094	1.0481	1.2003
100020427	2.9106	2.0967	2.955	1.3459	1.2823	0.8412	0.3128	0.5927	1.0418	0.4154	1.7856	1.501	1.0902	1.0139	1.4317	1.301	2.7169	0.859	1.4579	1.1461	1.7457	1.9184	2.4573	1.4062	2.1073	0.4016	0.7637	0.4512	1.0742	1.1998	0.4192	1.079	0.5369	0.9067	0.4849	0.6714	0.9861	0.5734	1.8986	1.6206	0.2877	0.4917	0.907	0.5069	6.1079	4.5391	0.8496	1.3209	1.3774	1.7442	0.9216	1.4182	0.3459	0.5614	0.3934	0.7936	0.8486	0.7291	0.6914	0.8566	0.4513	0.3423	0.7972	1.0456	1.3429	1.3332	0.6597	0.9968	0.7201	0.604	0.6119	1.2272	0.2892	0.559	4.0996	1.3693	0.7711	0.7232	0.7003	1.2527	0.2877	0.7538	1.0803	1.8957	1.2935	3.0196	0.9023	1.4232	0.7281	0.4816	1.2711	1.5583	2.0007	4.3943	0.6022	0.6705	1.5832	2.2141	0.5557	0.8489	0.928	0.6767	0.9854	1.1764	1.4823	1.2506	1.3872	0.7285	1.9412	0.8497	0.9421	0.2994	0.5313	0.673	1.4294	0.509	1.1313	0.3852	0.8086	0.2877	1.6852	2.37	0.8795	0.5971	0.304	1.3396
1090	1.0251	0.6284	0.8096	1.9907	1.0845	1.3673	0.8388	0.5848	1.0109	1.5413	0.7186	0.6915	0.8988	1.6271	1.2945	0.9296	2.1338	2.4178	0.678	0.6255	0.576	1.4792	1.418	1.1887	0.8232	1.2953	0.3543	0.3158	0.5668	0.7306	2.0161	1.3462	0.7139	0.8268	1.2349	1.9699	1.9934	1.2671	1.4127	0.7265	2.0265	0.5933	0.4498	1.1022	1.2198	1.3873	2.513	1.7794	0.621	0.712	0.6282	0.7443	0.8526	0.9627	1.0473	1.184	0.7088	0.7012	0.9341	0.6682	0.7615	1.3396	1.5893	1.5763	0.6319	0.5919	0.1787	0.3834	1.5729	1.5423	3.2231	1.2654	0.4895	1.1379	0.8963	1.8702	1.1407	0.9891	1.6942	1.5992	0.8622	0.7597	0.8658	0.9206	0.9749	0.4455	0.7043	0.9051	1.1465	1.35	1.1764	0.8004	1.3073	1.96	1.1326	0.4542	1.3077	1.5324	0.9203	0.8504	2.1436	1.0167	1.5951	1.4147	1.0239	1.1435	1.3261	1.3939	0.7049	0.6422	1.4189	0.8136	1.3279	1.418	0.5068	0.9531	0.5862	0.4287	0.8953	0.8782	1.0973	1.2919	1.1031	2.7469	0.8597	0.7345
100001051	1.4358	1.7361	0.8521	0.9895	0.6859	0.5623	2.1485	1.8431	1.1903	1.0129	0.3226	0.6888	0.9021	1.1351	0.914	0.8032	1.2498	1.2657	0.4972	0.6201	1.3862	1.0155	0.7074	0.9645	1.6495	1.596	0.9424	0.7985	1.1068	0.8678	0.6579	0.5899	0.8481	2.1493	0.5018	0.9022	0.962	1.111	0.8794	0.5981	0.9866	1.3778	1.1614	0.9836	1.5506	1.8718	1.4717	0.9179	1.3463	1.0423	1.3279	1.1866	0.8216	1.0582	0.8894	0.6243	1.1037	1.1138	0.9774	0.8094	1.3168	1.5389	1.0009	0.7866	1.0954	1.2348	1.8712	1.6625	0.6846	0.9163	0.6466	0.5232	0.9041	0.9257	4.4632	2.0186	0.6482	0.772	0.9896	1.2644	0.6975	0.9376	1.0873	1.2662	1.0844	1.232	0.5094	0.6912	0.9786	1.0916	0.6151	0.8273	0.9897	1.0971	0.9991	1.2139	1.6498	1.7312	1.0789	1.3904	1.0791	1.0555	1.4643	1.7085	2.2374	2.2059	1.0082	0.943	1.4777	1.5963	0.7911	0.4625	0.5422	0.615	0.8175	0.5845	0.5129	0.5578	1.0103	0.6983	1.3581	0.736	0.7838	1.2351	0.5592	0.9518
100009082	1.0191	1.0971	1.1439	0.2731	1.5204	1.0824	1.4876	0.909	0.7935	0.9994	0.5107	1	0.7785	0.8349	1.3467	1.3337	0.4574	0.7979	0.2731	1.1436	0.6354	0.894	0.7688	0.7959	0.4469	0.8979	1	1.6767	0.7604	1.1037	0.863	1.4089	1.9738	1.848	1.3588	1.5103	0.9868	1.5193	0.4745	0.6343	0.992	1.1594	0.8725	2.1876	1.2298	1.8879	1.1941	1.2095	0.2731	0.4609	1.0294	1.4561	0.4079	0.5975	0.5251	0.7096	0.5907	0.5588	1.4763	0.2731	0.3637	0.3429	0.2731	1.401	0.6019	0.6417	0.9894	1.1437	2.1733	0.9476	1.4466	0.7161	0.8627	0.4667	1.074	2.9762	0.3143	0.7646	1.4669	1.4649	0.7714	1.0749	0.3934	0.4572	0.2731	0.6269	3.5918	4.7715	0.7684	0.2731	0.8819	1.7452	0.725	1.7411	0.5103	1.4273	0.2731	1.1996	0.8471	0.7753	0.689	1.1959	0.758	1.4908	1.709	3.3561	0.7142	0.6748	1.3855	0.9033	1.3099	1.6593	1.0872	0.6188	2.4203	1.0867	0.9099	1.0967	1.0006	0.7525	1.311	1.3597	0.8809	0.8089	1.0272	1.8943
1162	1.1305	1.0859	1.0699	0.7834	0.7319	0.7876	1.2622	1.5201	0.7956	0.942	2.7872	0.7571	0.8487	0.6224	1.1934	0.9365	1.2176	1.1294	1.2431	1.2996	0.8402	1.6009	1.1575	1.0491	1.7774	1.8191	0.7675	1.0014	1.1114	1.5461	0.7312	0.9386	1.3311	1.5347	0.8057	1.0888	0.7673	0.8585	0.4501	0.7726	0.7577	0.7992	0.9986	1.2222	0.807	0.9091	0.6929	1.4624	0.6934	0.75	1.1355	1.3504	0.7955	0.9024	0.7824	0.7493	1.0945	1.1906	1.2816	1.1413	0.6931	0.7594	0.9309	1.1389	0.7658	0.6448	1.0632	1.1703	0.6682	0.5407	0.6059	0.8934	1.3007	1.4503	1.4688	1.1552	0.6512	0.6592	1.2156	1.7819	0.6549	0.9193	0.7267	0.6965	0.9077	1.2969	1.0009	0.8647	1.3687	1.3194	0.7351	0.7212	1.0501	1.1587	1.3482	1.5061	1.2931	1.2817	1.0287	1.3006	0.8454	0.952	0.9174	0.9158	0.9991	0.8472	1.06	0.96	1.4103	2.4143	0.9618	0.8257	0.9258	1.3152	1.2622	1.1278	3.9459	6.842	0.7383	1.2753	0.7718	0.9986	0.9804	1.0984	1.1275	1.1802
100000096	1.8841	0.8925	2.0377	1.1412	1.1546	0.5488	0.4897	0.5294	1.1698	0.8744	0.284	0.2766	1.1244	1.0888	1.7318	1.0165	1.0418	0.7921	2.2236	1.7916	1.3192	1.2336	0.607	0.6359	1.2385	0.7428	1.8702	1.1531	1.2356	1.7128	0.3244	0.5579	1.1513	0.6158	0.9058	1.3508	1.2227	1.3344	2.546	2.438	0.353	0.3737	0.5191	0.5778	1.5379	0.8362	0.9741	1.4539	1.3066	1.0609	1.2302	1.747	0.5762	0.5601	0.7575	0.766	1.4023	0.465	1.9296	1.1768	0.574	0.7624	2.1536	4.3714	0.8311	1.908	0.5878	0.8987	1.3577	0.8628	0.5979	0.4206	0.4541	0.4913	5.4096	1.2095	0.7113	1.0857	0.932	0.582	0.3439	1.0826	0.7351	1.0189	0.8982	1.3218	0.6167	0.7467	1.4793	1.3013	0.9059	0.9774	1.6779	1.97	0.4785	0.4486	0.9491	1.0891	0.9861	0.9476	1.6463	0.6998	0.8023	0.8078	1.7049	2.076	1.9288	0.6952	1.2647	1.2502	1.1611	0.5005	0.3016	0.3585	0.8957	0.659	0.8942	0.5626	1.8907	0.6977	1.4598	2.6783	1.6488	1.6539	0.5441	0.8772
363	1.7436	1.5336	1.2118	1.189	0.8602	0.9267	1.8014	1.3924	0.825	0.9281	1.0005	0.6136	1.1054	1.1027	1.318	1.727	1.2852	1.2312	0.757	0.8263	0.9267	1.2053	1.2169	1.0082	1.7554	1.6871	0.722	0.7064	0.7881	1.1356	0.9741	1.0839	1.1222	1.3273	0.7727	0.889	0.8665	0.8275	1.3029	0.9275	1.0028	0.9326	1.0512	1.2026	1.9113	1.5152	0.8677	1.2195	0.9544	0.9567	1.0872	1.3272	0.8075	0.8987	0.9306	0.8048	0.7213	1.0385	0.9269	1.0209	0.7055	0.9501	1.3581	1.5835	0.9663	0.7835	0.7696	1.1096	0.9371	0.7947	0.6547	0.5908	1.5864	1.2229	1.9456	1.1919	0.4686	0.6541	1.0325	1.1584	0.9351	1.1599	0.9464	0.9995	1.1749	0.9056	0.8167	0.5879	0.9247	0.8404	1.0162	0.8072	1.2911	1.4317	0.9858	1.0427	1.0158	1.032	0.9848	1.2552	1.0766	0.8341	0.7818	1.051	1.4448	1.5581	1.0142	0.951	0.9786	0.894	0.8097	0.6521	0.9069	0.943	0.6487	0.67	0.7513	1.0344	0.9972	0.9542	0.9479	0.9899	1.3187	1.2538	0.6219	0.7118
100002945	0.6664	1.0832	1.7545	0.6919	0.323	0.7755	1.4773	2.5765	0.3967	1.1098	0.5532	2.5503	0.4287	0.7595	0.9992	1.4231	1.6432	0.8794	1.822	1.0216	2.4052	0.4295	1.0403	0.7825	0.223	0.9876	1.3831	0.8388	1.9507	1.5581	0.5011	0.4983	0.9554	1.1738	1.3823	0.722	1.151	0.7714	0.3962	0.3594	1.0629	1.5969	0.9988	1.3918	0.5251	0.3789	1.0933	2.846	1.6575	0.9912	0.5438	0.3492	0.9911	1.7808	0.8428	1.0275	1.0629	2.8679	1.1503	2.487	0.9675	0.8202	1.419	0.2292	1.1561	1.0585	0.6552	0.4626	0.9128	1.0436	1.2223	9.0424	1.169	1.1988	0.8777	1.5956	1.051	1.0715	1.0868	1.0167	5.1943	0.3409	0.9564	0.711	1.0446	1.0012	1.1103	0.239	1.0729	0.4858	0.4502	0.626	1.7946	0.2277	1.2851	1.3062	0.4978	0.5748	1.9391	1.817	0.7824	0.6732	1.1228	0.8358	0.3414	0.6035	0.8324	1.0563	0.3249	0.9284	0.649	0.9937	1.751	4.0309	1.3259	2.4067	1.4944	1.7905	0.6466	2.213	1.8794	0.4314	1.9501	3.0371	0.8291	0.6664
